,연도,일시,측정소,PM2.5
42806,4,04-04 14:00,신방동,0.04
42807,4,04-04 15:00,신방동,0.04
42808,4,04-04 16:00,신방동,0.04
42809,4,04-04 17:00,신방동,0.052000000000000005
42810,4,04-04 18:00,신방동,0.056
42811,4,04-04 19:00,신방동,0.052000000000000005
42812,4,04-04 20:00,신방동,0.06
42813,4,04-04 21:00,신방동,0.064
42814,4,04-04 22:00,신방동,0.084
42815,4,04-04 23:00,신방동,0.06
42816,4,04-05 00:00,신방동,0.06
42817,4,04-05 01:00,신방동,0.064
42818,4,04-05 02:00,신방동,0.068
42819,4,04-05 03:00,신방동,0.064
42820,4,04-05 04:00,신방동,0.068
42821,4,04-05 05:00,신방동,0.08
42822,4,04-05 06:00,신방동,0.068
42823,4,04-05 07:00,신방동,0.064
42824,4,04-05 08:00,신방동,0.07200000000000001
42825,4,04-05 09:00,신방동,0.064
42826,4,04-05 10:00,신방동,0.06
42827,4,04-05 11:00,신방동,0.056
42828,4,04-05 12:00,신방동,0.048
42829,4,04-05 13:00,신방동,0.048
42830,4,04-05 14:00,신방동,0.056
42831,4,04-05 15:00,신방동,0.056
42832,4,04-05 16:00,신방동,0.068
42833,4,04-05 17:00,신방동,0.064
42834,4,04-05 18:00,신방동,0.064
42835,4,04-05 19:00,신방동,0.068
42836,4,04-05 20:00,신방동,0.076
42837,4,04-05 21:00,신방동,0.076
42838,4,04-05 22:00,신방동,0.064
42839,4,04-05 23:00,신방동,0.064
42840,4,04-08 00:00,신방동,0.124
42841,4,04-08 01:00,신방동,0.132
42842,4,04-08 02:00,신방동,0.132
42843,4,04-08 03:00,신방동,0.124
42844,4,04-08 04:00,신방동,0.12
42845,4,04-08 05:00,신방동,0.116
42846,4,04-08 06:00,신방동,0.116
42847,4,04-08 07:00,신방동,0.124
42848,4,04-08 08:00,신방동,0.112
42849,4,04-08 09:00,신방동,0.116
42850,4,04-08 10:00,신방동,0.1
42851,4,04-08 11:00,신방동,0.092
42852,4,04-08 12:00,신방동,0.096
42853,4,04-08 13:00,신방동,0.084
42854,4,04-08 14:00,신방동,0.076
42855,4,04-08 15:00,신방동,0.084
42856,4,04-08 16:00,신방동,0.08
42857,4,04-08 17:00,신방동,0.088
42858,4,04-08 18:00,신방동,0.096
42859,4,04-08 19:00,신방동,0.096
42860,4,04-08 20:00,신방동,0.092
42861,4,04-08 21:00,신방동,0.10400000000000001
42862,4,04-08 22:00,신방동,0.10400000000000001
42863,4,04-08 23:00,신방동,0.1
42864,4,04-09 00:00,신방동,0.108
42865,4,04-09 01:00,신방동,0.10400000000000001
42866,4,04-09 02:00,신방동,0.1
42867,4,04-09 03:00,신방동,0.10400000000000001
42868,4,04-09 04:00,신방동,0.1
42869,4,04-09 05:00,신방동,0.10400000000000001
42870,4,04-09 06:00,신방동,0.112
42871,4,04-09 07:00,신방동,0.096
42872,4,04-09 08:00,신방동,0.096
42873,4,04-09 09:00,신방동,0.08
42874,4,04-09 10:00,신방동,0.096
42875,4,04-09 11:00,신방동,0.084
42876,4,04-09 12:00,신방동,0.088
42877,4,04-09 13:00,신방동,0.07200000000000001
42878,4,04-09 14:00,신방동,0.076
42879,4,04-09 15:00,신방동,0.064
42880,4,04-09 16:00,신방동,0.068
42881,4,04-09 17:00,신방동,0.084
42882,4,04-09 18:00,신방동,0.08
42883,4,04-09 19:00,신방동,0.076
42884,4,04-09 20:00,신방동,0.084
42885,4,04-09 21:00,신방동,0.088
42886,4,04-09 22:00,신방동,0.112
42887,4,04-09 23:00,신방동,0.088
42888,4,04-10 00:00,신방동,0.088
42889,4,04-10 01:00,신방동,0.088
42890,4,04-10 02:00,신방동,0.092
42891,4,04-10 03:00,신방동,0.088
42892,4,04-10 04:00,신방동,0.088
42893,4,04-10 05:00,신방동,0.088
42894,4,04-10 06:00,신방동,0.08
42895,4,04-10 07:00,신방동,0.076
42896,4,04-10 08:00,신방동,0.1
42897,4,04-10 09:00,신방동,0.088
42898,4,04-10 10:00,신방동,0.076
42899,4,04-10 11:00,신방동,0.064
42900,4,04-10 12:00,신방동,0.064
42901,4,04-10 13:00,신방동,0.06
42902,4,04-10 14:00,신방동,0.064
42903,4,04-10 15:00,신방동,0.068
42904,4,04-10 16:00,신방동,0.068
42905,4,04-10 17:00,신방동,0.064
42906,4,04-10 18:00,신방동,0.07200000000000001
42907,4,04-10 19:00,신방동,0.07200000000000001
42908,4,04-10 20:00,신방동,0.084
42909,4,04-10 21:00,신방동,0.084
42910,4,04-10 22:00,신방동,0.07200000000000001
42911,4,04-10 23:00,신방동,0.076
42912,4,04-13 00:00,신방동,0.212
42913,4,04-13 01:00,신방동,0.212
42914,4,04-13 02:00,신방동,0.20800000000000002
42915,4,04-13 03:00,신방동,0.192
42916,4,04-13 04:00,신방동,0.188
42917,4,04-13 05:00,신방동,0.176
42918,4,04-13 06:00,신방동,0.164
42919,4,04-13 07:00,신방동,0.168
42920,4,04-13 08:00,신방동,0.152
42921,4,04-13 09:00,신방동,0.148
42922,4,04-13 10:00,신방동,0.128
42923,4,04-13 11:00,신방동,0.10400000000000001
42924,4,04-13 12:00,신방동,0.12
42925,4,04-13 13:00,신방동,0.092
42926,4,04-13 14:00,신방동,0.084
42927,4,04-13 15:00,신방동,0.1
42928,4,04-13 16:00,신방동,0.088
42929,4,04-13 17:00,신방동,0.1
42930,4,04-13 18:00,신방동,0.096
42931,4,04-13 19:00,신방동,0.112
42932,4,04-13 20:00,신방동,0.112
42933,4,04-13 21:00,신방동,0.116
42934,4,04-13 22:00,신방동,0.128
42935,4,04-13 23:00,신방동,0.116
42936,4,04-14 00:00,신방동,0.124
42937,4,04-14 01:00,신방동,0.112
42938,4,04-14 02:00,신방동,0.10400000000000001
42939,4,04-14 03:00,신방동,0.1
42940,4,04-14 04:00,신방동,0.108
42941,4,04-14 05:00,신방동,0.116
42942,4,04-14 06:00,신방동,0.12
42943,4,04-14 07:00,신방동,0.092
42944,4,04-14 08:00,신방동,0.108
42945,4,04-14 09:00,신방동,0.07200000000000001
42946,4,04-14 10:00,신방동,0.092
42947,4,04-14 11:00,신방동,0.092
42948,4,04-14 12:00,신방동,0.088
42949,4,04-14 13:00,신방동,0.07200000000000001
42950,4,04-14 14:00,신방동,0.076
42951,4,04-14 15:00,신방동,0.064
42952,4,04-14 16:00,신방동,0.06
42953,4,04-14 17:00,신방동,0.084
42954,4,04-14 18:00,신방동,0.076
42955,4,04-14 19:00,신방동,0.064
42956,4,04-14 20:00,신방동,0.08
42957,4,04-14 21:00,신방동,0.08
42958,4,04-14 22:00,신방동,0.112
42959,4,04-14 23:00,신방동,0.088
42960,4,04-15 00:00,신방동,0.088
42961,4,04-15 01:00,신방동,0.088
42962,4,04-15 02:00,신방동,0.088
42963,4,04-15 03:00,신방동,0.088
42964,4,04-15 04:00,신방동,0.084
42965,4,04-15 05:00,신방동,0.084
42966,4,04-15 06:00,신방동,0.07200000000000001
42967,4,04-15 07:00,신방동,0.076
42968,4,04-15 08:00,신방동,0.092
42969,4,04-15 09:00,신방동,0.084
42970,4,04-15 10:00,신방동,0.076
42971,4,04-15 11:00,신방동,0.06
42972,4,04-15 12:00,신방동,0.064
42973,4,04-15 13:00,신방동,0.056
42974,4,04-15 14:00,신방동,0.06
42975,4,04-15 15:00,신방동,0.068
42976,4,04-15 16:00,신방동,0.068
42977,4,04-15 17:00,신방동,0.064
42978,4,04-15 18:00,신방동,0.068
42979,4,04-15 19:00,신방동,0.068
42980,4,04-15 20:00,신방동,0.08
42981,4,04-15 21:00,신방동,0.076
42982,4,04-15 22:00,신방동,0.07200000000000001
42983,4,04-15 23:00,신방동,0.076
42984,4,04-18 00:00,신방동,0.036000000000000004
42985,4,04-18 01:00,신방동,0.044
42986,4,04-18 02:00,신방동,0.044
42987,4,04-18 03:00,신방동,0.044
42988,4,04-18 04:00,신방동,0.04
42989,4,04-18 05:00,신방동,0.04
42990,4,04-18 06:00,신방동,0.048
42991,4,04-18 07:00,신방동,0.048
42992,4,04-18 08:00,신방동,0.048
42993,4,04-18 09:00,신방동,0.06
42994,4,04-18 10:00,신방동,0.048
42995,4,04-18 11:00,신방동,0.048
42996,4,04-18 12:00,신방동,0.056
42997,4,04-18 13:00,신방동,0.052000000000000005
42998,4,04-18 14:00,신방동,0.044
42999,4,04-18 15:00,신방동,0.048
43000,4,04-18 16:00,신방동,0.052000000000000005
43001,4,04-18 17:00,신방동,0.056
43002,4,04-18 18:00,신방동,0.068
43003,4,04-18 19:00,신방동,0.06
43004,4,04-18 20:00,신방동,0.052000000000000005
43005,4,04-18 21:00,신방동,0.056
43006,4,04-18 22:00,신방동,0.052000000000000005
43007,4,04-18 23:00,신방동,0.056
43008,4,04-19 00:00,신방동,0.06
43009,4,04-19 01:00,신방동,0.06
43010,4,04-19 02:00,신방동,0.06
43011,4,04-19 03:00,신방동,0.068
43012,4,04-19 04:00,신방동,0.064
43013,4,04-19 05:00,신방동,0.06
43014,4,04-19 06:00,신방동,0.068
43015,4,04-19 07:00,신방동,0.052000000000000005
43016,4,04-19 08:00,신방동,0.052000000000000005
43017,4,04-19 09:00,신방동,0.048
43018,4,04-19 10:00,신방동,0.06
43019,4,04-19 11:00,신방동,0.056
43020,4,04-19 12:00,신방동,0.052000000000000005
43021,4,04-19 13:00,신방동,0.056
43022,4,04-19 14:00,신방동,0.048
43023,4,04-19 15:00,신방동,0.04
43024,4,04-19 16:00,신방동,0.044
43025,4,04-19 17:00,신방동,0.056
43026,4,04-19 18:00,신방동,0.056
43027,4,04-19 19:00,신방동,0.052000000000000005
43028,4,04-19 20:00,신방동,0.06
43029,4,04-19 21:00,신방동,0.064
43030,4,04-19 22:00,신방동,0.084
43031,4,04-19 23:00,신방동,0.056
43032,4,04-20 00:00,신방동,0.06
43033,4,04-20 01:00,신방동,0.064
43034,4,04-20 02:00,신방동,0.068
43035,4,04-20 03:00,신방동,0.06
43036,4,04-20 04:00,신방동,0.068
43037,4,04-20 05:00,신방동,0.064
43038,4,04-20 06:00,신방동,0.06
43039,4,04-20 07:00,신방동,0.06
43040,4,04-20 08:00,신방동,0.07200000000000001
43041,4,04-20 09:00,신방동,0.064
43042,4,04-20 10:00,신방동,0.06
43043,4,04-20 11:00,신방동,0.056
43044,4,04-20 12:00,신방동,0.052000000000000005
43045,4,04-20 13:00,신방동,0.052000000000000005
43046,4,04-20 14:00,신방동,0.052000000000000005
43047,4,04-20 15:00,신방동,0.052000000000000005
43048,4,04-20 16:00,신방동,0.06
43049,4,04-20 17:00,신방동,0.052000000000000005
43050,4,04-20 18:00,신방동,0.06
43051,4,04-20 19:00,신방동,0.068
43052,4,04-20 20:00,신방동,0.064
43053,4,04-20 21:00,신방동,0.068
43054,4,04-20 22:00,신방동,0.064
43055,4,04-20 23:00,신방동,0.064
43056,4,04-23 00:00,신방동,0.076
43057,4,04-23 01:00,신방동,0.084
43058,4,04-23 02:00,신방동,0.084
43059,4,04-23 03:00,신방동,0.08
43060,4,04-23 04:00,신방동,0.076
43061,4,04-23 05:00,신방동,0.07200000000000001
43062,4,04-23 06:00,신방동,0.08
43063,4,04-23 07:00,신방동,0.08
43064,4,04-23 08:00,신방동,0.076
43065,4,04-23 09:00,신방동,0.084
43066,4,04-23 10:00,신방동,0.076
43067,4,04-23 11:00,신방동,0.07200000000000001
43068,4,04-23 12:00,신방동,0.07200000000000001
43069,4,04-23 13:00,신방동,0.07200000000000001
43070,4,04-23 14:00,신방동,0.068
43071,4,04-23 15:00,신방동,0.064
43072,4,04-23 16:00,신방동,0.06
43073,4,04-23 17:00,신방동,0.076
43074,4,04-23 18:00,신방동,0.084
43075,4,04-23 19:00,신방동,0.08
43076,4,04-23 20:00,신방동,0.08
43077,4,04-23 21:00,신방동,0.084
43078,4,04-23 22:00,신방동,0.08
43079,4,04-23 23:00,신방동,0.08
43080,4,04-24 00:00,신방동,0.088
43081,4,04-24 01:00,신방동,0.084
43082,4,04-24 02:00,신방동,0.08
43083,4,04-24 03:00,신방동,0.088
43084,4,04-24 04:00,신방동,0.084
43085,4,04-24 05:00,신방동,0.076
43086,4,04-24 06:00,신방동,0.092
43087,4,04-24 07:00,신방동,0.076
43088,4,04-24 08:00,신방동,0.076
43089,4,04-24 09:00,신방동,0.064
43090,4,04-24 10:00,신방동,0.08
43091,4,04-24 11:00,신방동,0.07200000000000001
43092,4,04-24 12:00,신방동,0.07200000000000001
43093,4,04-24 13:00,신방동,0.064
43094,4,04-24 14:00,신방동,0.06
43095,4,04-24 15:00,신방동,0.052000000000000005
43096,4,04-24 16:00,신방동,0.06
43097,4,04-24 17:00,신방동,0.068
43098,4,04-24 18:00,신방동,0.064
43099,4,04-24 19:00,신방동,0.068
43100,4,04-24 20:00,신방동,0.076
43101,4,04-24 21:00,신방동,0.08
43102,4,04-24 22:00,신방동,0.096
43103,4,04-24 23:00,신방동,0.076
43104,4,04-25 00:00,신방동,0.08
43105,4,04-25 01:00,신방동,0.08
43106,4,04-25 02:00,신방동,0.08
43107,4,04-25 03:00,신방동,0.076
43108,4,04-25 04:00,신방동,0.076
43109,4,04-25 05:00,신방동,0.076
43110,4,04-25 06:00,신방동,0.07200000000000001
43111,4,04-25 07:00,신방동,0.068
43112,4,04-25 08:00,신방동,0.084
43113,4,04-25 09:00,신방동,0.07200000000000001
43114,4,04-25 10:00,신방동,0.068
43115,4,04-25 11:00,신방동,0.06
43116,4,04-25 12:00,신방동,0.052000000000000005
43117,4,04-25 13:00,신방동,0.06
43118,4,04-25 14:00,신방동,0.056
43119,4,04-25 15:00,신방동,0.06
43120,4,04-25 16:00,신방동,0.064
43121,4,04-25 17:00,신방동,0.06
43122,4,04-25 18:00,신방동,0.064
43123,4,04-25 19:00,신방동,0.07200000000000001
43124,4,04-25 20:00,신방동,0.076
43125,4,04-25 21:00,신방동,0.076
43126,4,04-25 22:00,신방동,0.064
43127,4,04-25 23:00,신방동,0.07200000000000001
43128,4,04-28 00:00,신방동,0.032
43129,4,04-28 01:00,신방동,0.04
43130,4,04-28 02:00,신방동,0.036000000000000004
43131,4,04-28 03:00,신방동,0.032
43132,4,04-28 04:00,신방동,0.028
43133,4,04-28 05:00,신방동,0.028
43134,4,04-28 06:00,신방동,0.032
43135,4,04-28 07:00,신방동,0.036000000000000004
43136,4,04-28 08:00,신방동,0.028
43137,4,04-28 09:00,신방동,0.044
43138,4,04-28 10:00,신방동,0.036000000000000004
43139,4,04-28 11:00,신방동,0.036000000000000004
43140,4,04-28 12:00,신방동,0.036000000000000004
43141,4,04-28 13:00,신방동,0.036000000000000004
43142,4,04-28 14:00,신방동,0.036000000000000004
43143,4,04-28 15:00,신방동,0.028
43144,4,04-28 16:00,신방동,0.028
43145,4,04-28 17:00,신방동,0.04
43146,4,04-28 18:00,신방동,0.052000000000000005
43147,4,04-28 19:00,신방동,0.044
43148,4,04-28 20:00,신방동,0.048
43149,4,04-28 21:00,신방동,0.048
43150,4,04-28 22:00,신방동,0.052000000000000005
43151,4,04-28 23:00,신방동,0.052000000000000005
43152,4,04-29 00:00,신방동,0.056
43153,4,04-29 01:00,신방동,0.056
43154,4,04-29 02:00,신방동,0.052000000000000005
43155,4,04-29 03:00,신방동,0.056
43156,4,04-29 04:00,신방동,0.06
43157,4,04-29 05:00,신방동,0.048
43158,4,04-29 06:00,신방동,0.064
43159,4,04-29 07:00,신방동,0.056
43160,4,04-29 08:00,신방동,0.048
43161,4,04-29 09:00,신방동,0.044
43162,4,04-29 10:00,신방동,0.06
43163,4,04-29 11:00,신방동,0.056
43164,4,04-29 12:00,신방동,0.048
43165,4,04-29 13:00,신방동,0.052000000000000005
43166,4,04-29 14:00,신방동,0.044
43167,4,04-29 15:00,신방동,0.032
43168,4,04-29 16:00,신방동,0.032
43169,4,04-29 17:00,신방동,0.048
43170,4,04-29 18:00,신방동,0.048
43171,4,04-29 19:00,신방동,0.052000000000000005
43172,4,04-29 20:00,신방동,0.056
43173,4,04-29 21:00,신방동,0.06
43174,4,04-29 22:00,신방동,0.084
43175,4,04-29 23:00,신방동,0.056
43176,4,04-30 00:00,신방동,0.064
43177,4,04-30 01:00,신방동,0.06
43178,4,04-30 02:00,신방동,0.064
43179,4,04-30 03:00,신방동,0.06
43180,4,04-30 04:00,신방동,0.064
43181,4,04-30 05:00,신방동,0.06
43182,4,04-30 06:00,신방동,0.06
43183,4,04-30 07:00,신방동,0.048
43184,4,04-30 08:00,신방동,0.068
43185,4,04-30 09:00,신방동,0.056
43186,4,04-30 10:00,신방동,0.056
43187,4,04-30 11:00,신방동,0.044
43188,4,04-30 12:00,신방동,0.04
43189,4,04-30 13:00,신방동,0.044
43190,4,04-30 14:00,신방동,0.048
43191,4,04-30 15:00,신방동,0.044
43192,4,04-30 16:00,신방동,0.048
43193,4,04-30 17:00,신방동,0.048
43194,4,04-30 18:00,신방동,0.048
43195,4,04-30 19:00,신방동,0.06
43196,4,04-30 20:00,신방동,0.064
43197,4,04-30 21:00,신방동,0.064
43198,4,04-30 22:00,신방동,0.052000000000000005
43199,4,04-30 23:00,신방동,0.052000000000000005
43200,4,05-03 00:00,신방동,0.052000000000000005
43201,4,05-03 01:00,신방동,0.056
43202,4,05-03 02:00,신방동,0.056
43203,4,05-03 03:00,신방동,0.052000000000000005
43204,4,05-03 04:00,신방동,0.048
43205,4,05-03 05:00,신방동,0.052000000000000005
43206,4,05-03 06:00,신방동,0.056
43207,4,05-03 07:00,신방동,0.056
43208,4,05-03 08:00,신방동,0.056
43209,4,05-03 09:00,신방동,0.068
43210,4,05-03 10:00,신방동,0.056
43211,4,05-03 11:00,신방동,0.056
43212,4,05-03 12:00,신방동,0.052000000000000005
43213,4,05-03 13:00,신방동,0.052000000000000005
43214,4,05-03 14:00,신방동,0.048
43215,4,05-03 15:00,신방동,0.052000000000000005
43216,4,05-03 16:00,신방동,0.044
43217,4,05-03 17:00,신방동,0.052000000000000005
43218,4,05-03 18:00,신방동,0.068
43219,4,05-03 19:00,신방동,0.06
43220,4,05-03 20:00,신방동,0.056
43221,4,05-03 21:00,신방동,0.056
43222,4,05-03 22:00,신방동,0.06
43223,4,05-03 23:00,신방동,0.064
43224,4,05-04 00:00,신방동,0.068
43225,4,05-04 01:00,신방동,0.068
43226,4,05-04 02:00,신방동,0.07200000000000001
43227,4,05-04 03:00,신방동,0.07200000000000001
43228,4,05-04 04:00,신방동,0.07200000000000001
43229,4,05-04 05:00,신방동,0.064
43230,4,05-04 06:00,신방동,0.076
43231,4,05-04 07:00,신방동,0.064
43232,4,05-04 08:00,신방동,0.06
43233,4,05-04 09:00,신방동,0.056
43234,4,05-04 10:00,신방동,0.068
43235,4,05-04 11:00,신방동,0.056
43236,4,05-04 12:00,신방동,0.052000000000000005
43237,4,05-04 13:00,신방동,0.06
43238,4,05-04 14:00,신방동,0.052000000000000005
43239,4,05-04 15:00,신방동,0.04
43240,4,05-04 16:00,신방동,0.04
43241,4,05-04 17:00,신방동,0.056
43242,4,05-04 18:00,신방동,0.052000000000000005
43243,4,05-04 19:00,신방동,0.052000000000000005
43244,4,05-04 20:00,신방동,0.06
43245,4,05-04 21:00,신방동,0.064
43246,4,05-04 22:00,신방동,0.092
43247,4,05-04 23:00,신방동,0.068
43248,4,05-05 00:00,신방동,0.064
43249,4,05-05 01:00,신방동,0.068
43250,4,05-05 02:00,신방동,0.07200000000000001
43251,4,05-05 03:00,신방동,0.06
43252,4,05-05 04:00,신방동,0.07200000000000001
43253,4,05-05 05:00,신방동,0.07200000000000001
43254,4,05-05 06:00,신방동,0.06
43255,4,05-05 07:00,신방동,0.06
43256,4,05-05 08:00,신방동,0.076
43257,4,05-05 09:00,신방동,0.068
43258,4,05-05 10:00,신방동,0.064
43259,4,05-05 11:00,신방동,0.056
43260,4,05-05 12:00,신방동,0.052000000000000005
43261,4,05-05 13:00,신방동,0.048
43262,4,05-05 14:00,신방동,0.052000000000000005
43263,4,05-05 15:00,신방동,0.052000000000000005
43264,4,05-05 16:00,신방동,0.06
43265,4,05-05 17:00,신방동,0.052000000000000005
43266,4,05-05 18:00,신방동,0.052000000000000005
43267,4,05-05 19:00,신방동,0.068
43268,4,05-05 20:00,신방동,0.06
43269,4,05-05 21:00,신방동,0.07200000000000001
43270,4,05-05 22:00,신방동,0.06
43271,4,05-05 23:00,신방동,0.06
43272,4,05-08 00:00,신방동,0.112
43273,4,05-08 01:00,신방동,0.116
43274,4,05-08 02:00,신방동,0.112
43275,4,05-08 03:00,신방동,0.108
43276,4,05-08 04:00,신방동,0.1
43277,4,05-08 05:00,신방동,0.10400000000000001
43278,4,05-08 06:00,신방동,0.096
43279,4,05-08 07:00,신방동,0.092
43280,4,05-08 08:00,신방동,0.1
43281,4,05-08 09:00,신방동,0.096
43282,4,05-08 10:00,신방동,0.08
43283,4,05-08 11:00,신방동,0.088
43284,4,05-08 12:00,신방동,0.092
43285,4,05-08 13:00,신방동,0.084
43286,4,05-08 14:00,신방동,0.068
43287,4,05-08 15:00,신방동,0.07200000000000001
43288,4,05-08 16:00,신방동,0.076
43289,4,05-08 17:00,신방동,0.076
43290,4,05-08 18:00,신방동,0.076
43291,4,05-08 19:00,신방동,0.088
43292,4,05-08 20:00,신방동,0.08
43293,4,05-08 21:00,신방동,0.076
43294,4,05-08 22:00,신방동,0.076
43295,4,05-08 23:00,신방동,0.076
43296,4,05-09 00:00,신방동,0.08
43297,4,05-09 01:00,신방동,0.084
43298,4,05-09 02:00,신방동,0.076
43299,4,05-09 03:00,신방동,0.08
43300,4,05-09 04:00,신방동,0.076
43301,4,05-09 05:00,신방동,0.08
43302,4,05-09 06:00,신방동,0.08
43303,4,05-09 07:00,신방동,0.064
43304,4,05-09 08:00,신방동,0.068
43305,4,05-09 09:00,신방동,0.048
43306,4,05-09 10:00,신방동,0.076
43307,4,05-09 11:00,신방동,0.06
43308,4,05-09 12:00,신방동,0.056
43309,4,05-09 13:00,신방동,0.06
43310,4,05-09 14:00,신방동,0.056
43311,4,05-09 15:00,신방동,0.048
43312,4,05-09 16:00,신방동,0.048
43313,4,05-09 17:00,신방동,0.068
43314,4,05-09 18:00,신방동,0.06
43315,4,05-09 19:00,신방동,0.056
43316,4,05-09 20:00,신방동,0.068
43317,4,05-09 21:00,신방동,0.064
43318,4,05-09 22:00,신방동,0.088
43319,4,05-09 23:00,신방동,0.07200000000000001
43320,4,05-10 00:00,신방동,0.068
43321,4,05-10 01:00,신방동,0.07200000000000001
43322,4,05-10 02:00,신방동,0.084
43323,4,05-10 03:00,신방동,0.064
43324,4,05-10 04:00,신방동,0.08
43325,4,05-10 05:00,신방동,0.064
43326,4,05-10 06:00,신방동,0.064
43327,4,05-10 07:00,신방동,0.068
43328,4,05-10 08:00,신방동,0.08
43329,4,05-10 09:00,신방동,0.068
43330,4,05-10 10:00,신방동,0.064
43331,4,05-10 11:00,신방동,0.064
43332,4,05-10 12:00,신방동,0.06
43333,4,05-10 13:00,신방동,0.052000000000000005
43334,4,05-10 14:00,신방동,0.048
43335,4,05-10 15:00,신방동,0.064
43336,4,05-10 16:00,신방동,0.068
43337,4,05-10 17:00,신방동,0.052000000000000005
43338,4,05-10 18:00,신방동,0.06
43339,4,05-10 19:00,신방동,0.064
43340,4,05-10 20:00,신방동,0.07200000000000001
43341,4,05-10 21:00,신방동,0.068
43342,4,05-10 22:00,신방동,0.07200000000000001
43343,4,05-10 23:00,신방동,0.068
43344,4,05-13 00:00,신방동,0.108
43345,4,05-13 01:00,신방동,0.116
43346,4,05-13 02:00,신방동,0.116
43347,4,05-13 03:00,신방동,0.112
43348,4,05-13 04:00,신방동,0.108
43349,4,05-13 05:00,신방동,0.1
43350,4,05-13 06:00,신방동,0.1
43351,4,05-13 07:00,신방동,0.10400000000000001
43352,4,05-13 08:00,신방동,0.092
43353,4,05-13 09:00,신방동,0.1
43354,4,05-13 10:00,신방동,0.084
43355,4,05-13 11:00,신방동,0.084
43356,4,05-13 12:00,신방동,0.084
43357,4,05-13 13:00,신방동,0.08
43358,4,05-13 14:00,신방동,0.076
43359,4,05-13 15:00,신방동,0.076
43360,4,05-13 16:00,신방동,0.07200000000000001
43361,4,05-13 17:00,신방동,0.084
43362,4,05-13 18:00,신방동,0.088
43363,4,05-13 19:00,신방동,0.088
43364,4,05-13 20:00,신방동,0.084
43365,4,05-13 21:00,신방동,0.088
43366,4,05-13 22:00,신방동,0.084
43367,4,05-13 23:00,신방동,0.084
43368,4,05-14 00:00,신방동,0.092
43369,4,05-14 01:00,신방동,0.084
43370,4,05-14 02:00,신방동,0.084
43371,4,05-14 03:00,신방동,0.08
43372,4,05-14 04:00,신방동,0.084
43373,4,05-14 05:00,신방동,0.08
43374,4,05-14 06:00,신방동,0.092
43375,4,05-14 07:00,신방동,0.07200000000000001
43376,4,05-14 08:00,신방동,0.076
43377,4,05-14 09:00,신방동,0.06
43378,4,05-14 10:00,신방동,0.08
43379,4,05-14 11:00,신방동,0.064
43380,4,05-14 12:00,신방동,0.068
43381,4,05-14 13:00,신방동,0.064
43382,4,05-14 14:00,신방동,0.06
43383,4,05-14 15:00,신방동,0.056
43384,4,05-14 16:00,신방동,0.056
43385,4,05-14 17:00,신방동,0.068
43386,4,05-14 18:00,신방동,0.064
43387,4,05-14 19:00,신방동,0.06
43388,4,05-14 20:00,신방동,0.07200000000000001
43389,4,05-14 21:00,신방동,0.07200000000000001
43390,4,05-14 22:00,신방동,0.092
43391,4,05-14 23:00,신방동,0.068
43392,4,05-15 00:00,신방동,0.07200000000000001
43393,4,05-15 01:00,신방동,0.07200000000000001
43394,4,05-15 02:00,신방동,0.076
43395,4,05-15 03:00,신방동,0.07200000000000001
43396,4,05-15 04:00,신방동,0.07200000000000001
43397,4,05-15 05:00,신방동,0.076
43398,4,05-15 06:00,신방동,0.064
43399,4,05-15 07:00,신방동,0.064
43400,4,05-15 08:00,신방동,0.076
43401,4,05-15 09:00,신방동,0.064
43402,4,05-15 10:00,신방동,0.056
43403,4,05-15 11:00,신방동,0.056
43404,4,05-15 12:00,신방동,0.056
43405,4,05-15 13:00,신방동,0.056
43406,4,05-15 14:00,신방동,0.056
43407,4,05-15 15:00,신방동,0.06
43408,4,05-15 16:00,신방동,0.064
43409,4,05-15 17:00,신방동,0.06
43410,4,05-15 18:00,신방동,0.06
43411,4,05-15 19:00,신방동,0.068
43412,4,05-15 20:00,신방동,0.068
43413,4,05-15 21:00,신방동,0.068
43414,4,05-15 22:00,신방동,0.06
43415,4,05-15 23:00,신방동,0.064
43416,4,05-18 00:00,신방동,0.07200000000000001
43417,4,05-18 01:00,신방동,0.076
43418,4,05-18 02:00,신방동,0.076
43419,4,05-18 03:00,신방동,0.068
43420,4,05-18 04:00,신방동,0.064
43421,4,05-18 05:00,신방동,0.06
43422,4,05-18 06:00,신방동,0.068
43423,4,05-18 07:00,신방동,0.064
43424,4,05-18 08:00,신방동,0.064
43425,4,05-18 09:00,신방동,0.07200000000000001
43426,4,05-18 10:00,신방동,0.06
43427,4,05-18 11:00,신방동,0.06
43428,4,05-18 12:00,신방동,0.064
43429,4,05-18 13:00,신방동,0.064
43430,4,05-18 14:00,신방동,0.06
43431,4,05-18 15:00,신방동,0.052000000000000005
43432,4,05-18 16:00,신방동,0.056
43433,4,05-18 17:00,신방동,0.068
43434,4,05-18 18:00,신방동,0.076
43435,4,05-18 19:00,신방동,0.07200000000000001
43436,4,05-18 20:00,신방동,0.07200000000000001
43437,4,05-18 21:00,신방동,0.076
43438,4,05-18 22:00,신방동,0.068
43439,4,05-18 23:00,신방동,0.068
43440,4,05-19 00:00,신방동,0.076
43441,4,05-19 01:00,신방동,0.068
43442,4,05-19 02:00,신방동,0.068
43443,4,05-19 03:00,신방동,0.07200000000000001
43444,4,05-19 04:00,신방동,0.076
43445,4,05-19 05:00,신방동,0.06
